SIL-ENCE 1.0	sil
afanelekile 1.0	a f a n E l E k i l E
afc 1.0	a f |\
afc 1.0	E E f s i
afelwe 1.0	a f E l w E
aficwe 1.0	a f i |\ w E
afidavithi 1.0	a f i d a v i t_h i
afika 1.0	a f i k a
afike 1.0	a f i k E
afikelele 1.0	a f i k E l E l E
afikelwa 1.0	a f i k E l w a
afingqiwe 1.0	a f i N !\g_0 i w E
afinyelela 1.0	a f i J E l E l a
afinyelele 1.0	a f i J E l E l E
afisa 1.0	a f i s a
afise 1.0	a f i s E
africa 1.0	a f r i |\ a
africa 1.0	a f r i k E
african 1.0	a f r i |\ a n
african 1.0	a f r i k E n
afrika 1.0	a f r i k a
afrila 1.0	a f r i l a
afrka 1.0	a f r k a
afunde 1.0	a f u n d E
afuneka 1.0	a f u n E k a
agazingiwe 1.0	a g a z i N g i w E
agcina 1.0	a |\g_0 i n a
agcine 1.0	a |\g_0 i n E
agcizelela 1.0	a |\g_0 i z E l E l a
agcwale 1.0	a |\g_0 w a l E
agcwalise 1.0	a |\g_0 w a l i s E
agcwaliswe 1.0	a |\g_0 w a l i s w E
age 1.0	a g E
age 1.0	E d_0Z
agency 1.0	a g E n |\ j
agency 1.0	E d_0Z E n s i
agent 1.0	a g E n t_>
agent 1.0	E d_0Z E n t_h
agijima 1.0	a g i d_0Z i m a
agome 1.0	a g O m E
agubude 1.0	a g u b_< u d E
agugisa 1.0	a g u g i s a
aguqule 1.0	a g u !\ u l E
aguquliwe 1.0	a g u !\ u l i w E
ahambe 1.0	a h a m b E
ahambisa 1.0	a h a m b i s a
ahambisana 1.0	a h a m b i s a n a
ahambisane 1.0	a h a m b i s a n E
ahanjiswe 1.0	a h a J d_0Z i s w E
ahaye 1.0	a h a j E
ahi 1.0	a h i
ahihudi 1.0	a h i h u d i
ahindu 1.0	a h i n d u
ahira 1.0	a h i r a
ahlahle 1.0	a K a K E
ahlangabezane 1.0	a K a N g a b_< E z a n E
ahlangana 1.0	a K a N g a n a
ahlanganisa 1.0	a K a N g a n i s a
ahlangene 1.0	a K a N g E n E
ahlanzekile 1.0	a K a n dz E k i l E
ahlanzela 1.0	a K a n dz E l a
ahleke 1.0	a K E k E
ahlele 1.0	a K E l E
ahleleka 1.0	a K E l E k a
ahleli 1.0	a K E l i
ahlinzeka 1.0	a K i n dz E k a
ahlinzeke 1.0	a K i n dz E k E
ahlinzekwa 1.0	a K i n dz E k w a
ahlobene 1.0	a K O b_< E n E
ahlolwe 1.0	a K O l w E
ahloniphekile 1.0	a K O n i p_h E k i l E
ahlonishwe 1.0	a K O n i S w E
ahlonzwe 1.0	a K O n dz w E
ahlose 1.0	a K O s E
ahlukahlukene 1.0	a K u k a K u k E n E
ahlukanisa 1.0	a K u k a n i s a
ahlukene 1.0	a K u k E n E
ahlukile 1.0	a K u k i l E
ahluleka 1.0	a K u l E k a
ahluleke 1.0	a K u l E k E
ahlupheka 1.0	a K u p_h E k a
aholelwe 1.0	a h O l E l w E
ahudi 1.0	a h u d i
ahunyushiwe 1.0	a h u J u S i w E
ahweba 1.0	a h w E b_< a
air 1.0	a i r
air 1.0	E r
airlines 1.0	a i r l i n E s
airlines 1.0	E l a n z
ajabulile 1.0	a d_0Z a b_< u l i l E
ajahe 1.0	a d_0Z a h E
ajwayele 1.0	a d_0Z w a j E l E
akabange 1.0	a k a b_< a N g E
akabe 1.0	a k a b_< E
akade 1.0	a k a d E
akadikibalanga 1.0	a k a d i k i b_< a l a N g a
akafake 1.0	a k a f a k E
akafile 1.0	a k a f i l E
akafuni 1.0	a k a f u n i
akahulumeni 1.0	a k a h u l u m E n i
akakabuyi 1.0	a k a k a b_< u j i
akakancibiliki 1.0	a k a k a n |\ i b_< i l i k i
akakasitholi 1.0	a k a k a s i t_h O l i
akake 1.0	a k a k E
akakhalelwa 1.0	a k a k_h a l E l w a
akakuyeki 1.0	a k a k u j E k i
akakwazi 1.0	a k a k w a z i
akala 1.0	a k a l a
akalungele 1.0	a k a l u N g E l E
akalwe 1.0	a k a l w E
akanalo 1.0	a k a n a l O
akanayo 1.0	a k a n a j O
akangabandakanywa 1.0	a k a N g a b_< a n d a k a J w a
akangabe 1.0	a k a N g a b_< E
akanye 1.0	a k a J E
akasadli 1.0	a k a s a K\ i
akasamthinti 1.0	a k a s a m t_h i n t_> i
akasebenzisi 1.0	a k a s E b_< E n dz i s i
akasekho 1.0	a k a s E k_h O
akaseve 1.0	a k a s E v E
akasezukuhamba 1.0	a k a s E z u k u h a m b a
akashiyi 1.0	a k a S i j i
akasona 1.0	a k a s O n a
akavuki 1.0	a k a v u k i
akawasebenzisela 1.0	a k a w a s E b_< E n dz i s E l a
akaxhasi 1.0	a k a |\|\h a s i
akaxhumi 1.0	a k a |\|\h u m i
akaze 1.0	a k a z E
akazesuli 1.0	a k a z E s u l i
akazivumelanga 1.0	a k a z i v u m E l a N g a
ake 1.0	a k E
akekho 1.0	a k E k_h O
aketho 1.0	a k E t_h O
akha 1.0	a k_h a
akhahlamezwa 1.0	a k_h a K a m E z w a
akhale 1.0	a k_h a l E
akhande 1.0	a k_h a n d E
akhanyiswa 1.0	a k_h a J i s w a
akhathazeke 1.0	a k_h a t_h a z E k E
akhawuntenti 1.0	a k_h a w u n t_> E n t_> i
akhe 1.0	a k_h E
akhethe 1.0	a k_h E t_h E
akhethwa 1.0	a k_h E t_h w a
akhethwe 1.0	a k_h E t_h w E
akhipha 1.0	a k_h i p_h a
akhiphe 1.0	a k_h i p_h E
akhiqize 1.0	a k_h i !\ i z E
akhishelwa 1.0	a k_h i S E l w a
akhishiwe 1.0	a k_h i S i w E
akhishwa 1.0	a k_h i S w a
akhishwe 1.0	a k_h i S w E
akhiwa 1.0	a k_h i w a
akho 1.0	a k_h O
akhokhe 1.0	a k_h O k_h E
akhokhelwayo 1.0	a k_h O k_h E l w a j O
akhokhelwe 1.0	a k_h O k_h E l w E
akhombise 1.0	a k_h O m b i s E
akhona 1.0	a k_h O n a
akhuluma 1.0	a k_h u l u m a
akhumbule 1.0	a k_h u m b u l E
akhuseleinqubekelaphambili 1.0	a k_h u s E l E i n !\ u b_< E k E l a p_h a m b i l i
akhuthaze 1.0	a k_h u t_h a z E
akngeni 1.0	a k N g E n i
akobe 1.0	a k O b_< E
akolanga 1.0	a k O l a N g a
akubali 1.0	a k u b_< a l i
akube 1.0	a k u b_< E
akubhalile 1.0	a k u b a l i l E
akubi 1.0	a k u b_< i
akubona 1.0	a k u b_< O n a
akuchazi 1.0	a k u |\h a z i
akuchaziwe 1.0	a k u |\h a z i w E
akudalanyana 1.0	a k u d a l a J a n a
akudingekile 1.0	a k u d i N g E k i l E
akudliwa 1.0	a k u K\ i w a
akudlulisele 1.0	a k u K\ u l i s E l E
akufanelanga 1.0	a k u f a n E l a N g a
akufanele 1.0	a k u f a n E l E
akufani 1.0	a k u f a n i
akufunayo 1.0	a k u f u n a j O
akuhlinzekwe 1.0	a k u K i n dz E k w E
akuholeli 1.0	a k u h O l E l i
akukhathalekile 1.0	a k u k_h a t_h a l E k i l E
akukho 1.0	a k u k_h O
akukholakali 1.0	a k u k_h O l a k a l i
akukhona 1.0	a k u k_h O n a
akulahlwa 1.0	a k u l a K w a
akulayele 1.0	a k u l a j E l E
akuleli 1.0	a k u l E l i
akulezi 1.0	a k u l E z i
akulinde 1.0	a k u l i n d E
akulo 1.0	a k u l O
akulona 1.0	a k u l O n a
akulula 1.0	a k u l u l a
akumele 1.0	a k u m E l E
akunakuhlehliswa 1.0	a k u n a k u K E K i s w a
akunamthelela 1.0	a k u n a m t_h E l E l a
akunamuntu 1.0	a k u n a m u n t_> u
akunathonya 1.0	a k u n a t_h O J a
akunelisi 1.0	a k u n E l i s i
akungaphinde 1.0	a k u N g a p_h i n d E
akungcono 1.0	a k u N |\g_0 O n O
akunjalo 1.0	a k u J d_0Z a l O
akuphelezele 1.0	a k u p_h E l E z E l E
akuphephile 1.0	a k u p_h E p_h i l E
akuphethe 1.0	a k u p_h E t_h E
akuqala 1.0	a k u !\ a l a
akuqhathanise 1.0	a k u !\h a t_h a n i s E
akuqondiwe 1.0	a k u !\ O n d i w E
akusathi 1.0	a k u s a t_h i
akusenani 1.0	a k u s E n a n i
akusho 1.0	a k u S O
akushoukuthi 1.0	a k u S O u k u t_h i
akusikhona 1.0	a k u s i k_h O n a
akusilima 1.0	a k u s i l i m a
akusisizanga 1.0	a k u s i s i z a N g a
akusiyo 1.0	a k u s i j O
akusizi 1.0	a k u s i z i
akusona 1.0	a k u s O n a
akusukile 1.0	a k u s u k i l E
akuthathwa 1.0	a k u t_h a t_h w a
akuthathwe 1.0	a k u t_h a t_h w E
akuthi 1.0	a k u t_h i
akutholayo 1.0	a k u t_h O l a j O
akuthole 1.0	a k u t_h O l E
akuvamile 1.0	a k u v a m i l E
akuvezelwa 1.0	a k u v E z E l w a
akuvunyelwe 1.0	a k u v u J E l w E
akuwona 1.0	a k u w O n a
akuyo 1.0	a k u j O
akuyona 1.0	a k u j O n a
akuyovunyelwa 1.0	a k u j O v u J E l w a
akuyukuba 1.0	a k u j u k u b_< a
akuzange 1.0	a k u z a N g E
akwa 1.0	a k w a
akwazi 1.0	a k w a z i
akwaziwe 1.0	a k w a z i w E
akwenqabe 1.0	a k w E n !\ a b_< E
akwenqatshwa 1.0	a k w E n !\ a tS_> w a
akwenze 1.0	a k w E n dz E
akwethulwe 1.0	a k w E t_h u l w E
ala 1.0	a l a
alahle 1.0	a l a K E
alahlekelwe 1.0	a l a K E k E l w E
alale 1.0	a l a l E
alalele 1.0	a l a l E l E
alalelwe 1.0	a l a l E l w E
alamula 1.0	a l a m u l a
alande 1.0	a l a n d E
alandelayo 1.0	a l a n d E l a j O
alandele 1.0	a l a n d E l E
alangazelele 1.0	a l a N g a z E l E l E
alapha 1.0	a l a p_h a
alawula 1.0	a l a w u l a
alawulwa 1.0	a l a w u l w a
alayeze 1.0	a l a j E z E
alekene 1.0	a l E k E n E
alelo 1.0	a l E l O
alengosi 1.0	a l E N g O s i
alethwe 1.0	a l E t_h w E
alexander 1.0	a l E |\|\ a n d E r
alexander 1.0	a l E g z a n d E r
aleyo 1.0	a l E j O
alibazise 1.0	a l i b_< a z i s E
alibonakalayo 1.0	a l i b_< O n a k a l a j O
alibuzanga 1.0	a l i b_< u z a N g a
alifuni 1.0	a l i f u n i
alikhokhe 1.0	a l i k_h O k_h E
alinasibophezelo 1.0	a l i n a s i b_< O p_h E z E l O
alinde 1.0	a l i n d E
alingalinganiswe 1.0	a l i N g a l i N g a n i s w E
alinganayo 1.0	a l i N g a n a j O
alingane 1.0	a l i N g a n E
alinganiselwe 1.0	a l i N g a n i s E l w E
aliphethe 1.0	a l i p_h E t_h E
aliphezulu 1.0	a l i p_h E z u l u
aliphuze 1.0	a l i p_h u z E
aliqede 1.0	a l i !\ E d E
alisekho 1.0	a l i s E k_h O
aliselincane 1.0	a l i s E l i n |\ a n E
alizwa 1.0	a l i z w a
allied 1.0	a l a d
allied 1.0	a l l i E d
alo 1.0	a l O
alokho 1.0	a l O k_h O
alokhu 1.0	a l O k_h u
alokishi 1.0	a l O k i S i
aloko 1.0	a l O k O
alokothe 1.0	a l O k O t_h E
alokoze 1.0	a l O k O z E
alotshiwe 1.0	a l O tS_> i w E
alowo 1.0	a l O w O
aludingi 1.0	a l u d i N g i
aluhambi 1.0	a l u h a m b i
aluhlaza 1.0	a l u K a z a
aluhlaziye 1.0	a l u K a z i j E
alukhuni 1.0	a l u k_h u n i
alukwazi 1.0	a l u k w a z i
alula 1.0	a l u l a
aluluhle 1.0	a l u l u K E
alumbene 1.0	a l u m b E n E
alunabo 1.0	a l u n a b_< O
aluncele 1.0	a l u n |\ E l E
alungele 1.0	a l u N g E l E
alungene 1.0	a l u N g E n E
alungise 1.0	a l u N g i s E
alungiswe 1.0	a l u N g i s w E
alunguze 1.0	a l u N g u z E
aluthole 1.0	a l u t_h O l E
aluyona 1.0	a l u j O n a
ama 1.0	a m a
amaafidavithi 1.0	a m a a f i d a v i t_h i
amaakhawunti 1.0	a m a a k_h a w u n t_> i
amabala 1.0	a m a b_< a l a
amabalazwe 1.0	a m a b_< a l a z w E
amabandla 1.0	a m a b_< a n K\ a
amabanga 1.0	a m a b_< a N g a
amabangeni 1.0	a m a b_< a N g E n i
amabele 1.0	a m a b_< E l E
amabhajethi 1.0	a m a b a d_0Z E t_h i
amabhakede 1.0	a m a b a k E d E
amabhande 1.0	a m a b a n d E
amabhange 1.0	a m a b a N g E
amabhantshi 1.0	a m a b a n tS_> i
amabhasi 1.0	a m a b a s i
amabhawodi 1.0	a m a b a w O d i
amabhayisikili 1.0	a m a b a j i s i k i l i
amabhengele 1.0	a m a b E N g E l E
amabheyi 1.0	a m a b E j i
amabhilidi 1.0	a m a b i l i d i
amabhizinisi 1.0	a m a b i z i n i s i
amabhodi 1.0	a m a b O d i
amabhodlela 1.0	a m a b O K\ E l a
amabhodwe 1.0	a m a b O d w E
amabhokisi 1.0	a m a b O k i s i
amabhokobhoko 1.0	a m a b O k O b O k O
amabhuku 1.0	a m a b u k u
amabhuleki 1.0	a m a b u l E k i
amabhulukwe 1.0	a m a b u l u k w E
amabhuzi 1.0	a m a b u z i
amabili 1.0	a m a b_< i l i
amabizinisi 1.0	a m a b_< i z i n i s i
amabizo 1.0	a m a b_< i z O
amabutho 1.0	a m a b_< u t_h O
amacala 1.0	a m a |\ a l a
amachaphazela 1.0	a m a |\h a p_h a z E l a
amachweba 1.0	a m a |\h w E b_< a
amacode 1.0	a m a |\ O d E
amaculo 1.0	a m a |\ u l O
amadada 1.0	a m a d a d a
amadala 1.0	a m a d a l a
amadami 1.0	a m a d a m i
amadamu 1.0	a m a d a m u
amadangala 1.0	a m a d a N g a l a
amade 1.0	a m a d E
amadela 1.0	a m a d E l a
amadixa 1.0	a m a d i |\|\ a
amadlozi 1.0	a m a K\ O z i
amadoda 1.0	a m a d O d a
amadodana 1.0	a m a d O d a n a
amadokhumende 1.0	a m a d O k_h u m E n d E
amadolo 1.0	a m a d O l O
amadolobha 1.0	a m a d O l O b a
amaduku 1.0	a m a d u k u
amadwala 1.0	a m a d w a l a
amafa 1.0	a m a f a
amafasitela 1.0	a m a f a s i t_> E l a
amafilimi 1.0	a m a f i l i m i
amafilimu 1.0	a m a f i l i m u
amafomu 1.0	a m a f O m u
amafoni 1.0	a m a f O n i
amagalelo 1.0	a m a g a l E l O
amagama 1.0	a m a g a m a
amagatsha 1.0	a m a g a tS_> a
amagceke 1.0	a m a |\g_0 E k E
amagciwane 1.0	a m a |\g_0 i w a n E
amagrafu 1.0	a m a g r a f u
amagugu 1.0	a m a g u g u
amagumbi 1.0	a m a g u m b i
amagundane 1.0	a m a g u n d a n E
amagwababa 1.0	a m a g w a b_< a b_< a
amagxathu 1.0	a m a |\|\g_0 a t_h u
amaheheba 1.0	a m a h E h E b_< a
amahembe 1.0	a m a h E m b E
amahhovisi 1.0	a m a h\ O v i s i
amahindu 1.0	a m a h i n d u
amahlandla 1.0	a m a K a n K\ a
amahlanga 1.0	a m a K a N g a
amahlanu 1.0	a m a K a n u
amahlathi 1.0	a m a K a t_h i
amahlaya 1.0	a m a K a j a
amahle 1.0	a m a K E
amahlebezi 1.0	a m a K E b_< E z i
amahlombe 1.0	a m a K O m b E
amahlule 1.0	a m a K u l E
amaholo 1.0	a m a h O l O
amahomoni 1.0	a m a h O m O n i
amahora 1.0	a m a h O r a
amahovisi 1.0	a m a h O v i s i
amajaji 1.0	a m a d_0Z a d_0Z i
amajazi 1.0	a m a d_0Z a z i
amakamelo 1.0	a m a k a m E l O
amakati 1.0	a m a k a t_> i
amakha 1.0	a m a k_h a
amakhabethe 1.0	a m a k_h a b_< E t_h E
amakhadi 1.0	a m a k_h a d i
amakhala 1.0	a m a k_h a l a
amakhaladi 1.0	a m a k_h a l a d i
amakhalori 1.0	a m a k_h a l O r i
amakhambi 1.0	a m a k_h a m b i
amakhanani 1.0	a m a k_h a n a n i
amakhanda 1.0	a m a k_h a n d a
amakhandlela 1.0	a m a k_h a n K\ E l a
amakhani 1.0	a m a k_h a n i
amakhansela 1.0	a m a k_h a n ts_> E l a
amakhasimede 1.0	a m a k_h a s i m E d E
amakhasimende 1.0	a m a k_h a s i m E n d E
amakhaya 1.0	a m a k_h a j a
amakhemikhali 1.0	a m a k_h E m i k_h a l i
amakhethini 1.0	a m a k_h E t_h i n i
amakhikhi 1.0	a m a k_h i k_h i
amakhizane 1.0	a m a k_h i z a n E
amakhodi 1.0	a m a k_h O d i
amakhomishani 1.0	a m a k_h O m i S a n i
amakhondomu 1.0	a m a k_h O n d O m u
amakhono 1.0	a m a k_h O n O
amakhonsathi 1.0	a m a k_h O n ts_> a t_h i
amakhontinethi 1.0	a m a k_h O n t_> i n E t_h i
amakhophi 1.0	a m a k_h O p_h i
amakhosi 1.0	a m a k_h O s i
amakhosikazi 1.0	a m a k_h O s i k a z i
amakhulu 1.0	a m a k_h u l u
amaklasi 1.0	a m a kK_> a s i
amakomidi 1.0	a m a k O m i d i
amakomishana 1.0	a m a k O m i S a n a
amakontileka 1.0	a m a k O n t_> i l E k a
amalambu 1.0	a m a l a m b u
amalangabi 1.0	a m a l a N g a b_< i
amalayisensi 1.0	a m a l a j i s E n ts_> i
amalele 1.0	a m a l E l E
amaletha 1.0	a m a l E t_h a
amaliba 1.0	a m a l i b_< a
amalinge 1.0	a m a l i N g E
amalinkeji 1.0	a m a l i N k E d_0Z i
amaloli 1.0	a m a l O l i
amalunga 1.0	a m a l u N g a
amalungelo 1.0	a m a l u N g E l O
amalungiselelo 1.0	a m a l u N g i s E l E l O
amalungu 1.0	a m a l u N g u
amamaki 1.0	a m a m a k i
amamelika 1.0	a m a m E l i k a
amaminerali 1.0	a m a m i n E r a l i
amaminithi 1.0	a m a m i n i t_h i
amamitha 1.0	a m a m i t_h a
amamnyuziyemu 1.0	a m a m J u z i j E m u
amanamba 1.0	a m a n a m b a
amanani 1.0	a m a n a n i
amandla 1.0	a m a n K\ a
amandlovu 1.0	a m a n K\ O v u
amane 1.0	a m a n E
amanga 1.0	a m a N g a
amangaki 1.0	a m a N g a k i
amangale 1.0	a m a N g a l E
amangisi 1.0	a m a N g i s i
amaningi 1.0	a m a n i N g i
amankonyane 1.0	a m a N k O J a n E
amanothi 1.0	a m a n O t_h i
amanpo 1.0	a m a n p_> O
amanqe 1.0	a m a n !\ E
amantombazane 1.0	a m a n t_> O m b a z a n E
amantshontsho 1.0	a m a n tS_> O n tS_> O
amanxeba 1.0	a m a n |\|\ E b_< a
amanxusa 1.0	a m a n |\|\ u s a
amanyathelo 1.0	a m a J a t_h E l O
amanye 1.0	a m a J E
amanyundululu 1.0	a m a J u n d u l u l u
amanzi 1.0	a m a n dz i
amapaki 1.0	a m a p_> a k i
amapasi 1.0	a m a p_> a s i
amapayipi 1.0	a m a p_> a j i p_> i
amaphakethe 1.0	a m a p_h a k E t_h E
amaphayiphi 1.0	a m a p_h a j i p_h i
amaphepha 1.0	a m a p_h E p_h a
amaphephandaba 1.0	a m a p_h E p_h a n d a b_< a
amapheshana 1.0	a m a p_h E S a n a
amapheshi 1.0	a m a p_h E S i
amaphethelo 1.0	a m a p_h E t_h E l O
amaphini 1.0	a m a p_h i n i
amaphosta 1.0	a m a p_h O s t_> a
amaphoyinti 1.0	a m a p_h O j i n t_> i
amaphoyisa 1.0	a m a p_h O j i s a
amaphrotheni 1.0	a m a p_h r O t_h E n i
amaphutha 1.0	a m a p_h u t_h a
amaphuzu 1.0	a m a p_h u z u
amapiki 1.0	a m a p_> i k i
amaplant 1.0	a m a p_> l a n t_>
amaposi 1.0	a m a p_> O s i
amaprojekthi 1.0	a m a p_> r O d_0Z E k t_h i
amaprotheni 1.0	a m a p_> r O t_h E n i
amapulani 1.0	a m a p_> u l a n i
amaqabuqabu 1.0	a m a !\ a b_< u !\ a b_< u
amaqanda 1.0	a m a !\ a n d a
amaqatha 1.0	a m a !\ a t_h a
amaqembu 1.0	a m a !\ E m b u
amaqhinga 1.0	a m a !\h i N g a
amaqhubu 1.0	a m a !\h u b_< u
amaqhwa 1.0	a m a !\h w a
amaqiniso 1.0	a m a !\ i n i s O
amarandi 1.0	a m a r a n d i
amarekhodi 1.0	a m a r E k_h O d i
amasamanisi 1.0	a m a s a m a n i s i
amasampula 1.0	a m a s a m p_> u l a
amasana 1.0	a m a s a n a
amaseli 1.0	a m a s E l i
amasevisi 1.0	a m a s E v i s i
amasha 1.0	a m a S a
amashadi 1.0	a m a S a d i
amasheduli 1.0	a m a S E d u l i
amasheke 1.0	a m a S E k E
amasheya 1.0	a m a S E j a
amashezi 1.0	a m a S E z i
amashidi 1.0	a m a S i d i
amashumi 1.0	a m a S u m i
amashushu 1.0	a m a S u S u
amasiko 1.0	a m a s i k O
amasimu 1.0	a m a s i m u
amasmme 1.0	a m a s m m E
amasokisi 1.0	a m a s O k i s i
amasondo 1.0	a m a s O n d O
amasonto 1.0	a m a s O n t_> O
amasoseji 1.0	a m a s O s E d_0Z i
amasosha 1.0	a m a s O S a
amasotsha 1.0	a m a s O tS_> a
amasu 1.0	a m a s u
amatafula 1.0	a m a t_> a f u l a
amatayitela 1.0	a m a t_> a j i t_> E l a
amateki 1.0	a m a t_> E k i
amatekisi 1.0	a m a t_> E k i s i
amatemu 1.0	a m a t_> E m u
amathanga 1.0	a m a t_h a N g a
amathathu 1.0	a m a t_h a t_h u
amathayi 1.0	a m a t_h a j i
amathe 1.0	a m a t_h E
amathebuli 1.0	a m a t_h E b_< u l i
amathekisthi 1.0	a m a t_h E k i s t_h i
amatheksthi 1.0	a m a t_h E k s t_h i
amathemba 1.0	a m a t_h E m b a
amathenda 1.0	a m a t_h E n d a
amatherifi 1.0	a m a t_h E r i f i
amathimba 1.0	a m a t_h i m b a
amathini 1.0	a m a t_h i n i
amathishu 1.0	a m a t_h i S u
amathuba 1.0	a m a t_h u b_< a
amathuluzi 1.0	a m a t_h u l u z i
amathumbu 1.0	a m a t_h u m b u
amathuna 1.0	a m a t_h u n a
amathunzi 1.0	a m a t_h u n dz i
amatikiti 1.0	a m a t_> i k i t_> i
amatshe 1.0	a m a tS_> E
amatulo 1.0	a m a t_> u l O
amavidiyo 1.0	a m a v i d i j O
amaviki 1.0	a m a v i k i
amavivi 1.0	a m a v i v i
amavolontiya 1.0	a m a v O l O n t_> i j a
amavoti 1.0	a m a v O t_> i
amawayini 1.0	a m a w a j i n i
amawigi 1.0	a m a w i g i
amawili 1.0	a m a w i l i
amawolintshi 1.0	a m a w O l i n tS_> i
amaxhama 1.0	a m a |\|\h a m a
amaxhosa 1.0	a m a |\|\h O s a
amayunithi 1.0	a m a j u n i t_h i
amazinga 1.0	a m a z i N g a
amazinyo 1.0	a m a z i J O
amazwe 1.0	a m a z w E
amazwi 1.0	a m a z w i
ambalwa 1.0	a m b a l w a
ambandaze 1.0	a m b a n d a z E
ambhalise 1.0	a m b a l i s E
ambhekabheke 1.0	a m b E k a b E k E
ambhule 1.0	a m b u l E
ambuke 1.0	a m b u k E
ambulense 1.0	a m b u l E n ts_> E
ambulensi 1.0	a m b u l E n ts_> i
ambuze 1.0	a m b u z E
ame 1.0	a m E
amehlise 1.0	a m E K i s E
amehlo 1.0	a m E K O
amela 1.0	a m E l a
amele 1.0	a m E l E
amelwe 1.0	a m E l w E
amemeze 1.0	a m E m E z E
america 1.0	a m E r i |\ a
america 1.0	E m E r i k E
american 1.0	a m E r i |\ a n
american 1.0	E m E r i k E n
amfakele 1.0	a m f a k E l E
amgqolozele 1.0	a m !\g_0 O l O z E l E
amhlophe 1.0	a m K O p_h E
amhluphayo 1.0	a m K u p_h a j O
amile 1.0	a m i l E
amileyo 1.0	a m i l E j O
aminofi 1.0	a m i n O f i
aminofo 1.0	a m i n O f O
amiselwe 1.0	a m i s E l w E
amisiwe 1.0	a m i s i w E
amiswe 1.0	a m i s w E
amnandi 1.0	a m n a n d i
amnyama 1.0	a m J a m a
amqembu 1.0	a m !\ E m b u
amthuku 1.0	a m t_h u k u
amtshele 1.0	a m tS_> E l E
amugile 1.0	a m u g i l E
amukela 1.0	a m u k E l a
amukelekile 1.0	a m u k E l E k i l E
amukelwe 1.0	a m u k E l w E
amuse 1.0	a m u s E
amuse 1.0	E m j u z
amuva 1.0	a m u v a
amvikele 1.0	a m v i k E l E
amyalele 1.0	a m j a l E l E
an 1.0	a n
ana 1.0	a n a
anabantwana 1.0	a n a b_< a n t_> w a n a
anabo 1.0	a n a b_< O
analeyo 1.0	a n a l E j O
anamagobolondo 1.0	a n a m a g O b_< O l O n d O
anamakhemikhali 1.0	a n a m a k_h E m i k_h a l i
anamandla 1.0	a n a m a n K\ a
anamanzi 1.0	a n a m a n dz i
anamasondo 1.0	a n a m a s O n d O
ananele 1.0	a n a n E l E
anawo 1.0	a n a w O
anc 1.0	a n |\
anc 1.0	E E n s i
ancishiselwe 1.0	a n |\ i S i s E l w E
ancishwe 1.0	a n |\ i S w E
and 1.0	a n d
andaweni 1.0	a n d a w E n i
anduba 1.0	a n d u b_< a
andukuba 1.0	a n d u k u b_< a
ane 1.0	a n E
anemininingwane 1.0	a n E m i n i n i N g w a n E
anemiqondo 1.0	a n E m i !\ O n d O
anempilo 1.0	a n E m p_> i l O
anenkothe 1.0	a n E N k O t_h E
anentshisekelo 1.0	a n E n tS_> i s E k E l O
anesibopho 1.0	a n E s i b_< O p_h O
anethuba 1.0	a n E t_h u b_< a
anezimoto 1.0	a n E z i m O t_> O
anezindlela 1.0	a n E z i n K\ E l a
anezinhlelo 1.0	a n E z i n K E l O
angaba 1.0	a N g a b_< a
angabamba 1.0	a N g a b_< a m b a
angabantu 1.0	a N g a b_< a n t_> u
angabe 1.0	a N g a b_< E
angabhekisa 1.0	a N g a b E k i s a
angabiza 1.0	a N g a b_< i z a
angabonisi 1.0	a N g a b_< O n i s i
angabuye 1.0	a N g a b_< u j E
angacela 1.0	a N g a |\ E l a
angafinyeleleki 1.0	a N g a f i J E l E l E k i
angafinyezwa 1.0	a N g a f i J E z w a
angagcwala 1.0	a N g a |\g_0 w a l a
angagobhoza 1.0	a N g a g O b O z a
angahambela 1.0	a N g a h a m b E l a
angahambi 1.0	a N g a h a m b i
angahlali 1.0	a N g a K a l i
angahlangabezani 1.0	a N g a K a N g a b_< E z a n i
angahle 1.0	a N g a K E
angahlukani 1.0	a N g a K u k a n i
angajabula 1.0	a N g a d_0Z a b_< u l a
angakhetha 1.0	a N g a k_h E t_h a
angakhipha 1.0	a N g a k_h i p_h a
angakhokhiswa 1.0	a N g a k_h O k_h i s w a
angakhulelwa 1.0	a N g a k_h u l E l w a
angakuvumela 1.0	a N g a k u v u m E l a
angakwazi 1.0	a N g a k w a z i
angalethwa 1.0	a N g a l E t_h w a
angalingani 1.0	a N g a l i N g a n i
angalinganiselwa 1.0	a N g a l i N g a n i s E l w a
angalokothi 1.0	a N g a l O k O t_h i
angama 1.0	a N g a m a
angamabhuzi 1.0	a N g a m a b u z i
angamalunga 1.0	a N g a m a l u N g a
angamanqumuza 1.0	a N g a m a n !\ u m u z a
angamashumi 1.0	a N g a m a S u m i
angamazi 1.0	a N g a m a z i
angamelwa 1.0	a N g a m E l w a
angamphathisi 1.0	a N g a m p_h a t_h i s i
angamphenduli 1.0	a N g a m p_h E n d u l i
angamusa 1.0	a N g a m u s a
anganena 1.0	a N g a n E n a
anganibusisa 1.0	a N g a n i b_< u s i s a
anganquma 1.0	a N g a n !\ u m a
angaphakathi 1.0	a N g a p_h a k a t_h i
angaphandle 1.0	a N g a p_h a n K\ E
angaphansi 1.0	a N g a p_h a n ts_> i
angaphatheki 1.0	a N g a p_h a t_h E k i
angaphelelwa 1.0	a N g a p_h E l E l w a
